,lsoa,hierarchical8_x,hierarchical8_y,same
1067,E01001087,3,3,1
1068,E01001088,3,3,1
1069,E01001089,3,3,1
1070,E01001090,3,6,0
1071,E01001091,3,3,1
1072,E01001092,3,3,1
1073,E01001093,3,3,1
1074,E01001094,3,3,1
1075,E01001095,3,3,1
1076,E01001096,3,3,1
1077,E01001097,3,3,1
1078,E01001098,3,3,1
1079,E01001099,3,3,1
1080,E01001100,3,3,1
1081,E01001101,3,3,1
1082,E01001102,3,3,1
1083,E01001103,3,3,1
1084,E01001104,3,3,1
1085,E01001105,3,7,0
1086,E01001107,3,3,1
1087,E01001108,3,3,1
1088,E01001109,6,6,1
1089,E01001110,3,3,1
1090,E01001111,5,5,1
1091,E01001112,3,3,1
1092,E01001113,3,3,1
1093,E01001114,5,5,1
1094,E01001115,6,6,1
1095,E01001116,5,5,1
1096,E01001117,3,5,0
1097,E01001118,6,5,0
1098,E01001119,3,3,1
1099,E01001120,3,3,1
1100,E01001121,3,3,1
1101,E01001122,3,3,1
1102,E01001123,3,3,1
1103,E01001124,3,3,1
1104,E01001125,3,3,1
1105,E01001126,3,3,1
1106,E01001127,3,3,1
1107,E01001128,3,3,1
1108,E01001129,3,3,1
1109,E01001130,4,3,0
1110,E01001131,3,3,1
1111,E01001132,3,3,1
1112,E01001133,3,3,1
1113,E01001134,3,3,1
1114,E01001135,3,3,1
1115,E01001136,6,6,1
1116,E01001137,3,3,1
1117,E01001138,3,3,1
1118,E01001139,3,3,1
1119,E01001140,3,3,1
1120,E01001141,3,3,1
1121,E01001142,3,3,1
1122,E01001143,3,3,1
1123,E01001144,5,5,1
1124,E01001145,6,6,1
1125,E01001146,3,3,1
1126,E01001147,3,3,1
1127,E01001148,5,5,1
1128,E01001149,3,3,1
1129,E01001150,3,3,1
1130,E01001151,3,3,1
1131,E01001152,3,5,0
1132,E01001153,3,3,1
1133,E01001154,3,3,1
1134,E01001155,6,5,0
1135,E01001156,3,3,1
1136,E01001157,3,3,1
1137,E01001158,3,3,1
1138,E01001159,3,3,1
1139,E01001160,3,3,1
1140,E01001161,3,3,1
1141,E01001162,3,3,1
1142,E01001163,3,3,1
1143,E01001164,6,6,1
1144,E01001165,3,6,0
1145,E01001166,6,5,0
1146,E01001167,3,3,1
1147,E01001168,6,6,1
1148,E01001169,3,3,1
1149,E01001170,4,4,1
1150,E01001171,3,3,1
1151,E01001172,3,4,0
1152,E01001173,3,3,1
1153,E01001174,3,3,1
1154,E01001175,3,5,0
1155,E01001176,3,3,1
1156,E01001177,3,3,1
1157,E01001178,3,5,0
1158,E01001179,3,3,1
1159,E01001180,3,3,1
1160,E01001181,3,3,1
1161,E01001182,3,3,1
1162,E01001183,3,6,0
1163,E01001184,3,3,1
1164,E01001185,6,3,0
1165,E01001186,3,3,1
1166,E01001187,3,3,1
1167,E01001188,3,6,0
1168,E01001189,5,5,1
1169,E01001190,3,3,1
1170,E01001191,5,5,1
1171,E01001192,5,5,1
1172,E01001193,3,3,1
1173,E01001194,5,5,1
1174,E01001195,3,3,1
1175,E01001196,3,3,1
1176,E01001197,3,3,1
1177,E01001198,5,5,1
1178,E01001199,5,5,1
1179,E01001200,3,5,0
1180,E01001201,3,3,1
1181,E01001202,6,6,1
1182,E01001203,5,5,1
1183,E01001204,3,3,1
1184,E01001205,3,3,1
1185,E01001206,3,4,0
1186,E01001207,3,6,0
1187,E01001208,3,3,1
1188,E01001209,3,3,1
1189,E01001210,3,3,1
1190,E01001211,3,3,1
1191,E01001212,3,4,0
1192,E01001213,3,3,1
1193,E01001214,3,3,1
1194,E01001215,3,3,1
1195,E01001216,3,3,1
1196,E01001217,3,3,1
1197,E01001218,3,3,1
1198,E01001219,3,1,0
1199,E01001220,3,3,1
1200,E01001221,2,2,1
1201,E01001222,6,6,1
1202,E01001223,3,3,1
1203,E01001224,3,3,1
1204,E01001225,3,3,1
1205,E01001226,4,4,1
1206,E01001227,3,3,1
1207,E01001228,3,3,1
1208,E01001229,3,3,1
1209,E01001230,3,3,1
1210,E01001231,3,3,1
1211,E01001232,3,3,1
1212,E01001233,3,3,1
1213,E01001234,3,3,1
1214,E01001235,3,3,1
1215,E01001236,3,3,1
1216,E01001237,3,3,1
1217,E01001238,4,4,1
1218,E01001239,3,3,1
1219,E01001240,3,3,1
1220,E01001241,3,3,1
1221,E01001242,3,3,1
1222,E01001243,3,3,1
1223,E01001244,4,4,1
1224,E01001245,3,5,0
1225,E01001246,3,3,1
1226,E01001247,4,4,1
1227,E01001248,3,3,1
1228,E01001249,6,6,1
1229,E01001250,6,3,0
1230,E01001251,3,5,0
1231,E01001252,6,5,0
1232,E01001253,5,5,1
1233,E01001254,5,5,1
1234,E01001255,5,3,0
1235,E01001257,4,4,1
1236,E01001258,3,3,1
1237,E01001259,3,3,1
1238,E01001260,3,3,1
1239,E01001261,3,3,1
1240,E01001262,3,3,1
1241,E01001263,4,3,0
1242,E01001264,3,3,1
1243,E01001265,3,3,1
1244,E01001266,3,3,1
1245,E01001267,3,4,0
1246,E01001268,3,3,1
1247,E01001269,3,3,1
1248,E01001270,3,3,1
1249,E01001271,3,3,1
1250,E01001272,3,3,1
1251,E01001273,3,3,1
1252,E01001274,3,3,1
1253,E01001275,3,3,1
1254,E01001276,3,3,1
1255,E01001277,3,4,0
1256,E01001278,3,3,1
1257,E01001279,3,3,1
1258,E01001280,3,3,1
1259,E01001281,3,3,1
1260,E01001282,3,3,1
1261,E01001283,3,3,1
1262,E01001284,3,3,1
1263,E01001285,3,3,1
1264,E01001286,3,3,1
1265,E01001287,3,3,1
1266,E01001288,5,3,0
1267,E01001289,3,3,1
1268,E01001290,3,3,1
1269,E01001291,3,3,1
1270,E01001292,3,3,1
1271,E01001293,3,3,1
1272,E01001294,3,3,1
1273,E01001295,3,3,1
1274,E01001296,3,3,1
1275,E01001297,3,3,1
1276,E01001298,3,3,1
1277,E01001299,3,3,1
1278,E01001300,3,3,1
1279,E01001301,3,1,0
1280,E01001302,3,3,1
1281,E01001303,3,3,1
1282,E01001304,5,5,1
1283,E01001305,3,3,1
1284,E01001306,3,3,1
1285,E01001307,3,3,1
1286,E01001308,3,3,1
1287,E01001309,3,3,1
1288,E01001310,3,3,1
1289,E01001311,3,3,1
1290,E01001312,3,3,1
1291,E01001313,3,3,1
1292,E01001314,3,3,1
1293,E01001315,4,4,1
1294,E01001316,4,4,1
1295,E01001317,4,4,1
1296,E01001318,4,3,0
1297,E01001319,3,3,1
1298,E01001320,7,7,1
1299,E01001321,3,3,1
1300,E01001322,3,3,1
1301,E01001323,4,4,1
1302,E01001324,3,3,1
1303,E01001325,3,3,1
1304,E01001326,3,3,1
1305,E01001327,3,4,0
1306,E01001328,4,4,1
1307,E01001329,3,3,1
1308,E01001330,3,4,0
1309,E01001331,4,4,1
1310,E01001332,4,4,1
1311,E01001333,3,3,1
1312,E01001334,3,3,1
1313,E01001335,3,3,1
1314,E01001336,4,4,1
1315,E01001337,4,4,1
1316,E01001338,3,3,1
1317,E01001339,4,3,0
1318,E01001340,3,4,0
1319,E01001341,3,3,1
1320,E01001342,3,3,1
1321,E01001343,3,3,1
1322,E01001344,3,3,1
1323,E01001345,3,3,1
1324,E01001346,3,3,1
1325,E01001347,3,3,1
1326,E01001348,3,4,0
1327,E01001349,3,4,0
1328,E01001350,3,3,1
1329,E01001351,6,6,1
1330,E01001352,6,5,0
1331,E01001353,3,6,0
1332,E01001354,6,6,1
1333,E01001355,5,5,1
1334,E01001356,1,1,1
1335,E01001357,4,1,0
1336,E01001358,4,1,0
1337,E01001359,3,5,0
1338,E01001360,3,5,0
1339,E01001361,2,2,1
1340,E01001362,5,5,1
1341,E01001363,3,3,1
1342,E01001364,3,3,1
1343,E01001365,3,3,1
1344,E01001366,3,3,1
1345,E01001367,6,6,1
1346,E01001368,3,3,1
1347,E01001369,6,3,0
1348,E01001370,3,3,1
1349,E01001371,3,3,1
1350,E01001372,5,5,1
1351,E01001373,5,5,1
1352,E01001374,5,5,1
1353,E01001375,3,5,0
1354,E01001376,6,5,0
1355,E01001377,3,3,1
1356,E01001379,3,5,0
1357,E01001380,5,5,1
1358,E01001381,6,6,1
1359,E01001382,3,3,1
1360,E01001383,3,3,1
1361,E01001384,5,5,1
1362,E01001385,3,3,1
1363,E01001386,6,6,1
1364,E01001387,3,3,1
1365,E01001388,3,3,1
1366,E01001389,3,5,0
1367,E01001390,3,3,1
1368,E01001391,3,5,0
1369,E01001392,3,3,1
1370,E01001393,5,5,1
1371,E01001394,3,3,1
1372,E01001395,3,3,1
1373,E01001396,3,3,1
1374,E01001397,3,3,1
1375,E01001398,3,3,1
1376,E01001399,3,3,1
1377,E01001400,3,3,1
1378,E01001401,3,3,1
1379,E01001402,3,3,1
1380,E01001403,3,3,1
1381,E01001404,3,3,1
1382,E01001405,3,3,1
1383,E01001406,3,3,1
1384,E01001407,3,3,1
1385,E01001408,5,5,1
1386,E01001409,3,3,1
1387,E01001410,3,8,0
1388,E01001411,5,5,1
1389,E01001412,7,7,1
1390,E01001413,3,3,1
1391,E01001414,3,7,0
1392,E01001415,3,3,1
1393,E01001416,3,3,1
1394,E01001417,7,7,1
1395,E01001418,3,3,1
1396,E01001419,4,4,1
1397,E01001420,3,3,1
1398,E01001421,3,4,0
1399,E01001422,3,3,1
1400,E01001423,3,3,1
1401,E01001424,8,3,0
1402,E01001425,3,3,1
1403,E01001426,3,3,1
1404,E01001427,4,4,1
1405,E01001428,3,3,1
1406,E01001429,4,4,1
1407,E01001430,1,1,1
1408,E01001431,3,3,1
1409,E01001432,5,5,1
1410,E01001433,3,3,1
1411,E01001434,3,3,1
1412,E01001435,3,3,1
1413,E01001436,3,3,1
1414,E01001437,4,4,1
1415,E01001438,3,3,1
1416,E01001439,3,3,1
1417,E01001440,3,3,1
1418,E01001441,3,3,1
1419,E01001442,6,6,1
1420,E01001444,3,3,1
1421,E01001445,7,7,1
1422,E01001446,3,3,1
1423,E01001447,3,3,1
1424,E01001448,5,5,1
1425,E01001449,3,3,1
1426,E01001450,3,3,1
1427,E01001451,3,3,1
1428,E01001452,3,3,1
1429,E01001453,3,3,1
1430,E01001454,3,3,1
1431,E01001455,3,3,1
1432,E01001456,3,3,1
1433,E01001457,3,3,1
1434,E01001458,3,6,0
1435,E01001459,3,3,1
1436,E01001460,5,5,1
1437,E01001461,3,6,0
1438,E01001462,3,3,1
1439,E01001463,3,3,1
1440,E01001464,3,3,1
1441,E01001465,3,3,1
1442,E01001466,5,5,1
1443,E01001467,5,5,1
1444,E01001468,3,4,0
1445,E01001469,4,3,0
1446,E01001470,3,3,1
1447,E01001471,3,3,1
1448,E01001472,3,3,1
1449,E01001473,3,3,1
1450,E01001474,3,3,1
1451,E01001475,3,3,1
1452,E01001476,3,3,1
1453,E01001477,3,3,1
1454,E01001478,3,3,1
1455,E01001479,3,3,1
1456,E01001480,3,3,1
1457,E01001481,3,3,1
1458,E01001482,3,3,1
1459,E01001483,3,3,1
1460,E01001484,3,3,1
1461,E01001485,5,5,1
1462,E01001486,6,6,1
1463,E01001487,5,5,1
1464,E01001488,5,5,1
1465,E01001489,3,3,1
1466,E01001491,5,5,1
1467,E01001492,3,3,1
1468,E01001493,3,3,1
1469,E01001494,3,3,1
1470,E01001495,3,3,1
1471,E01001496,3,3,1
1472,E01001497,3,3,1
1473,E01001498,3,3,1
1474,E01001499,3,3,1
1475,E01001500,3,3,1
1476,E01001501,3,3,1
1477,E01001502,3,3,1
1478,E01001503,3,3,1
1479,E01001504,3,3,1
1480,E01001505,3,3,1
1481,E01001506,4,4,1
1482,E01001507,3,3,1
1483,E01001508,5,5,1
1484,E01001509,3,3,1
1485,E01001510,4,4,1
1486,E01001511,3,3,1
1487,E01001512,5,5,1
1488,E01001513,4,4,1
1489,E01001514,3,3,1
1490,E01001515,6,6,1
1491,E01001516,3,3,1
1492,E01001517,4,4,1
1493,E01001518,6,6,1
1494,E01001519,4,4,1
1495,E01001520,3,3,1
1496,E01001521,3,3,1
1497,E01001522,4,3,0
1498,E01001523,3,3,1
1499,E01001524,3,3,1
1500,E01001525,3,3,1
1501,E01001526,3,3,1
1502,E01001527,3,3,1
1503,E01001528,4,4,1
1504,E01001529,4,4,1
1505,E01001530,3,3,1
1506,E01001531,3,3,1
1507,E01001532,3,3,1
1508,E01001533,3,3,1
1509,E01001534,3,3,1
1510,E01001535,3,3,1
1511,E01001536,3,3,1
1512,E01001537,3,3,1
1513,E01001538,3,3,1
1514,E01001539,3,3,1
1515,E01001540,3,3,1
1516,E01001541,3,3,1
1517,E01001542,3,3,1
1518,E01001543,3,3,1
1519,E01001544,3,3,1
1520,E01001545,3,3,1
1521,E01001546,3,3,1
1522,E01001547,3,3,1
1523,E01001548,3,3,1
1524,E01001549,3,3,1
1525,E01001550,3,3,1
1526,E01001551,3,3,1
1527,E01001552,3,3,1
1528,E01001553,3,3,1
1529,E01001554,4,4,1
1530,E01001555,3,5,0
1531,E01001556,3,3,1
1532,E01001557,3,3,1
1533,E01001558,5,5,1
1534,E01001559,6,6,1
1535,E01001560,3,3,1
1536,E01001562,3,3,1
1537,E01001563,3,4,0
1538,E01001564,3,3,1
1539,E01001565,3,3,1
1540,E01001566,3,3,1
1541,E01001567,3,3,1
1542,E01001568,3,3,1
1543,E01001569,3,3,1
1544,E01001570,3,3,1
1545,E01001571,5,3,0
1546,E01001572,5,5,1
1547,E01001573,3,3,1
1548,E01001574,7,7,1
1549,E01001575,3,4,0
1550,E01001576,4,4,1
1551,E01001577,3,3,1
1552,E01001578,6,6,1
1553,E01001579,3,3,1
1554,E01001580,4,4,1
1555,E01001581,4,3,0
1556,E01001582,4,4,1
1557,E01001583,3,3,1
1558,E01001584,5,3,0
1559,E01001585,3,3,1
1560,E01001586,3,3,1
1561,E01001587,3,6,0
1562,E01001588,3,3,1
1563,E01001589,6,3,0
1564,E01001590,5,5,1
1565,E01001591,6,6,1
1566,E01001592,3,5,0
1567,E01001593,6,5,0
1568,E01001594,1,1,1
1569,E01001595,3,3,1
1570,E01001596,3,3,1
1571,E01001597,4,3,0
1572,E01001598,3,3,1
1573,E01001599,3,3,1
1574,E01001600,3,3,1
1575,E01001601,3,3,1
1576,E01001602,4,4,1
1577,E01001603,4,3,0
1578,E01001604,3,3,1
1579,E01001605,3,3,1
1580,E01001606,3,3,1
1581,E01001607,3,3,1
1582,E01001608,3,3,1
1583,E01001609,3,3,1
1584,E01001610,3,3,1
1585,E01001611,3,3,1
1586,E01001613,3,4,0
1587,E01001614,3,3,1
1588,E01001615,4,4,1
1589,E01001617,3,3,1
1590,E01001618,3,3,1
1591,E01001619,3,3,1
1592,E01001620,3,3,1
1593,E01001621,3,3,1
1594,E01001623,3,3,1
1595,E01001624,3,3,1
1596,E01001625,4,4,1
1597,E01001629,4,4,1
1598,E01001631,4,4,1
1599,E01001632,5,5,1
1600,E01001633,1,1,1
1601,E01001634,1,4,0
1602,E01001635,5,5,1
1603,E01001636,5,5,1
1604,E01001637,5,5,1
1605,E01001638,1,8,0
1606,E01001640,6,1,0
1607,E01001641,1,1,1
1608,E01001642,7,7,1
1609,E01001644,6,6,1
1610,E01001645,3,3,1
1611,E01001646,3,3,1
1612,E01001647,3,3,1
1613,E01001648,3,3,1
1614,E01001649,3,3,1
1615,E01001650,3,3,1
1616,E01001651,3,3,1
1617,E01001652,3,3,1
1618,E01001653,3,3,1
1619,E01001654,3,3,1
1620,E01001655,3,3,1
1621,E01001656,7,7,1
1622,E01001657,3,3,1
1623,E01001658,4,3,0
1624,E01001659,4,4,1
1625,E01001660,4,3,0
1626,E01001661,4,4,1
1627,E01001662,5,5,1
1628,E01001664,1,1,1
1629,E01001665,5,5,1
1630,E01001666,6,6,1
1631,E01001667,4,4,1
1632,E01001668,1,1,1
1633,E01001669,3,3,1
1634,E01001671,5,5,1
1635,E01001672,5,5,1
1636,E01001673,5,5,1
1637,E01001674,3,3,1
1638,E01001675,5,5,1
1639,E01001676,6,5,0
1640,E01001677,5,5,1
1641,E01001678,3,3,1
1642,E01001679,3,3,1
1643,E01001680,3,3,1
1644,E01001681,5,5,1
1645,E01001682,3,3,1
1646,E01001683,5,5,1
1647,E01001684,3,3,1
1648,E01001685,6,3,0
1649,E01001686,3,3,1
1650,E01001687,4,4,1
1651,E01001688,3,3,1
1652,E01001690,4,3,0
1653,E01001692,4,4,1
1654,E01001693,7,4,0
1655,E01001694,7,7,1
1656,E01001695,1,1,1
1657,E01001696,1,1,1
1658,E01001697,5,5,1
1659,E01001698,5,5,1
1660,E01001699,4,7,0
1661,E01001700,5,5,1
1662,E01001701,7,7,1
1663,E01001702,1,1,1
1664,E01001703,2,1,0
1665,E01001704,5,5,1
1666,E01001705,1,1,1
1667,E01001706,1,1,1
1668,E01001708,5,5,1
1669,E01001709,4,4,1
1670,E01001710,1,1,1
1671,E01001711,3,3,1
1672,E01001712,4,4,1
1673,E01001713,4,4,1
1674,E01001714,4,4,1
1675,E01001715,5,5,1
1676,E01001716,7,7,1
1677,E01001717,1,8,0
1678,E01001718,5,2,0
1679,E01001719,1,1,1
1680,E01001720,5,5,1
1681,E01001722,6,6,1
1682,E01001723,5,5,1
1683,E01001724,5,1,0
1684,E01001725,5,5,1
1685,E01001726,1,1,1
1686,E01001727,5,5,1
1687,E01001728,8,1,0
1688,E01001729,8,8,1
1689,E01001730,1,1,1
1690,E01001731,8,8,1
1691,E01001732,1,1,1
1692,E01001733,5,5,1
1693,E01001734,6,6,1
1694,E01001735,1,1,1
1695,E01001736,1,1,1
1696,E01001737,5,5,1
1697,E01001738,5,5,1
1698,E01001739,5,5,1
1699,E01001740,1,8,0
1700,E01001741,5,5,1
1701,E01001742,8,8,1
1702,E01001744,6,6,1
1703,E01001745,6,6,1
1704,E01001746,8,8,1
1705,E01001747,1,1,1
1706,E01001748,1,1,1
1707,E01001749,5,5,1
1708,E01001750,1,8,0
1709,E01001751,8,8,1
1710,E01001752,1,1,1
1711,E01001753,1,1,1
1712,E01001754,1,1,1
1713,E01001755,1,1,1
1714,E01001756,6,6,1
1715,E01001757,8,8,1
1716,E01001758,8,8,1
1717,E01001759,8,8,1
1718,E01001760,6,6,1
1719,E01001761,8,5,0
1720,E01001762,1,1,1
1721,E01001763,8,1,0
1722,E01001764,1,5,0
1723,E01001765,1,4,0
1724,E01001767,5,5,1
1725,E01001768,5,5,1
1726,E01001769,5,5,1
1727,E01001770,5,6,0
1728,E01001772,1,1,1
1729,E01001773,1,8,0
1730,E01001774,6,1,0
1731,E01001775,8,1,0
1732,E01001776,1,1,1
1733,E01001777,1,1,1
1734,E01001779,1,1,1
1735,E01001780,1,1,1
1736,E01001781,7,7,1
1737,E01001782,1,1,1
1738,E01001783,8,8,1
1739,E01001784,1,1,1
1740,E01001785,5,5,1
1741,E01001786,6,7,0
1742,E01001787,8,8,1
1743,E01001788,1,1,1
1744,E01001789,5,5,1
1745,E01001790,8,8,1
1746,E01001791,5,5,1
1747,E01001792,5,5,1
1748,E01001793,5,5,1
1749,E01001794,5,5,1
1750,E01001795,5,5,1
1751,E01001796,5,5,1
1752,E01001798,5,5,1
1753,E01001799,5,5,1
1754,E01001800,2,6,0
1755,E01001801,1,1,1
1756,E01001802,5,5,1
1757,E01001803,5,5,1
1758,E01001804,5,5,1
1759,E01001805,5,5,1
1760,E01001806,6,1,0
1761,E01001807,5,5,1
1762,E01001808,6,6,1
1763,E01001809,5,5,1
1764,E01001811,4,4,1
1765,E01001812,5,5,1
1766,E01001813,4,4,1
1767,E01001814,5,5,1
1768,E01001815,1,1,1
1769,E01001816,5,5,1
1770,E01001819,5,5,1
1771,E01001820,1,1,1
1772,E01001821,1,8,0
1773,E01001822,8,5,0
1774,E01001823,1,3,0
1775,E01001824,4,4,1
1776,E01001825,3,5,0
1777,E01001826,6,1,0
1778,E01001827,6,6,1
1779,E01001828,8,8,1
1780,E01001829,5,5,1
1781,E01001830,6,6,1
1782,E01001831,6,6,1
1783,E01001832,5,5,1
1784,E01001833,5,5,1
1785,E01001834,5,5,1
1786,E01001835,5,5,1
1787,E01001836,5,1,0
1788,E01001837,6,1,0
1789,E01001838,1,1,1
1790,E01001839,1,1,1
1791,E01001840,8,1,0
1792,E01001841,6,5,0
1793,E01001842,8,8,1
1794,E01001843,6,3,0
1795,E01001844,5,5,1
1796,E01001845,5,5,1
1797,E01001846,7,7,1
1798,E01001847,1,1,1
1799,E01001848,6,1,0
1800,E01001849,7,7,1
1801,E01001850,1,1,1
1802,E01001851,1,5,0
1803,E01001852,5,5,1
1804,E01001853,5,5,1
1805,E01001854,5,5,1
1806,E01001855,5,5,1
1807,E01001856,5,5,1
1808,E01001857,2,2,1
1809,E01001858,5,5,1
1810,E01001859,3,3,1
1811,E01001860,2,6,0
1812,E01001861,5,5,1
1813,E01001862,5,5,1
1814,E01001863,5,5,1
1815,E01001864,5,5,1
1816,E01001865,5,5,1
1817,E01001866,1,1,1
1818,E01001867,6,2,0
1819,E01001868,5,5,1
1820,E01001869,5,5,1
1821,E01001870,5,5,1
1822,E01001871,1,1,1
1823,E01001872,5,5,1
1824,E01001873,5,5,1
1825,E01001874,4,6,0
1826,E01001875,3,3,1
1827,E01001876,3,8,0
1828,E01001877,5,5,1
1829,E01001878,3,3,1
1830,E01001879,5,5,1
1831,E01001880,6,6,1
1832,E01001881,5,5,1
1833,E01001882,5,5,1
1834,E01001883,1,1,1
1835,E01001884,6,6,1
1836,E01001885,1,1,1
1837,E01001886,5,5,1
1838,E01001887,5,5,1
1839,E01001888,5,5,1
1840,E01001889,5,5,1
1841,E01001890,5,5,1
1842,E01001891,6,5,0
1843,E01001892,5,5,1
1844,E01001893,1,1,1
1845,E01001894,1,1,1
1846,E01001895,5,5,1
1847,E01001896,1,5,0
1848,E01001897,5,5,1
1849,E01001898,1,6,0
1850,E01001899,1,1,1
1851,E01001900,5,5,1
1852,E01001901,5,5,1
1853,E01001902,1,1,1
1854,E01001903,5,5,1
1855,E01001904,5,5,1
1856,E01001905,5,5,1
1857,E01001906,5,5,1
1858,E01001907,5,5,1
1859,E01001908,5,5,1
1860,E01001909,5,5,1
1861,E01001910,5,5,1
1862,E01001911,1,1,1
1863,E01001912,6,6,1
1864,E01001913,5,5,1
1865,E01001914,6,6,1
1866,E01001915,5,5,1
1867,E01001916,6,6,1
1868,E01001917,5,5,1
1869,E01001918,5,5,1
1870,E01001919,5,5,1
1871,E01001920,6,6,1
1872,E01001921,1,5,0
1873,E01001922,5,5,1
1874,E01001923,5,5,1
1875,E01001924,5,5,1
1876,E01001925,5,5,1
1877,E01001926,5,5,1
1878,E01001927,3,3,1
1879,E01001928,5,5,1
1880,E01001929,5,5,1
1881,E01001930,3,3,1
1882,E01001931,5,5,1
1883,E01001932,6,2,0
1884,E01001933,6,1,0
1885,E01001934,3,4,0
1886,E01001935,5,5,1
1887,E01001937,5,5,1
1888,E01001938,5,5,1
1889,E01001939,1,1,1
1890,E01001940,5,5,1
1891,E01001941,6,6,1
1892,E01001942,5,5,1
1893,E01001943,5,5,1
1894,E01001944,1,1,1
1895,E01001945,5,5,1
1896,E01001946,5,5,1
1897,E01001947,6,5,0
1898,E01001948,5,5,1
1899,E01001949,5,5,1
1900,E01001950,5,5,1
1901,E01001951,5,5,1
1902,E01001952,6,1,0
1903,E01001953,6,6,1
1904,E01001954,5,5,1
1905,E01001955,3,3,1
1906,E01001956,3,3,1
1907,E01001957,1,1,1
1908,E01001958,1,1,1
1909,E01001959,3,3,1
1910,E01001960,5,5,1
1911,E01001961,1,1,1
1912,E01001962,3,3,1
1913,E01001963,3,3,1
1914,E01001964,3,7,0
1915,E01001965,3,3,1
1916,E01001966,3,3,1
1917,E01001967,3,3,1
1918,E01001968,3,3,1
1919,E01001969,6,5,0
1920,E01001970,3,3,1
1921,E01001971,6,6,1
1922,E01001972,6,6,1
1923,E01001973,3,3,1
1924,E01001974,5,5,1
1925,E01001975,5,5,1
1926,E01001976,5,5,1
1927,E01001977,5,5,1
1928,E01001978,5,5,1
1929,E01001979,5,5,1
1930,E01001980,5,5,1
1931,E01001981,5,5,1
1932,E01001982,5,5,1
1933,E01001983,5,5,1
1934,E01001984,3,3,1
1935,E01001985,3,3,1
1936,E01001986,5,5,1
1937,E01001987,3,3,1
1938,E01001988,3,5,0
1939,E01001989,6,3,0
1940,E01001990,6,6,1
1941,E01001991,3,1,0
1942,E01001992,3,3,1
1943,E01001993,3,3,1
1944,E01001994,3,3,1
1945,E01001995,3,3,1
1946,E01001996,3,3,1
1947,E01001997,3,3,1
1948,E01001998,5,5,1
1949,E01001999,5,5,1
1950,E01002000,5,5,1
1951,E01002001,5,5,1
1952,E01002002,7,7,1
1953,E01002003,6,6,1
1954,E01002004,5,5,1
1955,E01002005,5,5,1
1956,E01002006,6,5,0
1957,E01002007,6,6,1
1958,E01002008,3,3,1
1959,E01002009,3,1,0
1960,E01002010,3,3,1
1961,E01002011,3,3,1
1962,E01002013,3,3,1
1963,E01002014,5,5,1
1964,E01002015,3,6,0
1965,E01002016,5,5,1
1966,E01002017,3,3,1
1967,E01002018,3,3,1
1968,E01002019,3,3,1
1969,E01002020,6,3,0
1970,E01002021,3,3,1
1971,E01002022,3,6,0
1972,E01002023,3,3,1
1973,E01002024,5,6,0
1974,E01002025,3,3,1
1975,E01002026,6,6,1
1976,E01002027,5,5,1
1977,E01002028,5,5,1
1978,E01002029,6,6,1
1979,E01002030,5,5,1
1980,E01002031,5,5,1
1981,E01002032,3,5,0
1982,E01002033,3,5,0
1983,E01002034,6,6,1
1984,E01002036,6,5,0
1985,E01002037,4,4,1
1986,E01002038,6,6,1
1987,E01002039,4,6,0
1988,E01002040,5,5,1
1989,E01002041,5,5,1
1990,E01002042,6,6,1
1991,E01002043,5,5,1
1992,E01002044,5,5,1
1993,E01002045,5,5,1
1994,E01002046,1,1,1
1995,E01002047,5,5,1
1996,E01002048,5,5,1
1997,E01002049,5,5,1
1998,E01002050,5,5,1
1999,E01002051,5,5,1
2000,E01002052,3,5,0
2001,E01002053,5,5,1
2002,E01002054,8,6,0
2003,E01002055,5,5,1
2004,E01002056,1,5,0
2005,E01002057,5,5,1
2006,E01002058,6,5,0
2007,E01002059,3,3,1
2008,E01002060,5,5,1
2009,E01002061,5,5,1
2010,E01002062,5,5,1
2011,E01002063,5,5,1
2012,E01002064,5,8,0
2013,E01002065,5,5,1
2014,E01002066,4,4,1
2015,E01002067,3,3,1
2016,E01002068,5,5,1
2017,E01002069,6,6,1
2018,E01002070,5,5,1
2019,E01002071,1,6,0
2020,E01002072,5,5,1
2021,E01002073,5,5,1
2022,E01002074,5,5,1
2023,E01002075,3,3,1
2024,E01002076,5,5,1
2025,E01002077,6,6,1
2026,E01002078,1,4,0
2027,E01002079,5,5,1
2028,E01002080,6,6,1
2029,E01002081,6,1,0
2030,E01002082,1,1,1
2031,E01002083,3,5,0
2032,E01002084,3,6,0
2033,E01002085,5,5,1
2034,E01002086,3,3,1
2035,E01002087,5,5,1
2036,E01002088,6,6,1
2037,E01002089,1,4,0
2038,E01002090,3,3,1
2039,E01002091,3,3,1
2040,E01002092,8,1,0
2041,E01002093,3,3,1
2042,E01002094,3,3,1
2043,E01002095,6,6,1
2044,E01002096,3,4,0
2045,E01002097,3,3,1
2046,E01002098,6,6,1
2047,E01002099,6,6,1
2048,E01002100,6,6,1
2049,E01002101,5,5,1
2050,E01002102,5,5,1
2051,E01002103,3,6,0
2052,E01002104,3,3,1
2053,E01002105,5,5,1
2054,E01002106,3,3,1
2055,E01002107,3,3,1
2056,E01002108,3,3,1
2057,E01002109,3,3,1
2058,E01002110,3,3,1
2059,E01002111,3,3,1
2060,E01002112,4,4,1
2061,E01002113,3,3,1
2062,E01002114,7,7,1
2063,E01002115,3,3,1
2064,E01002116,4,3,0
