"","oa_name","clusters_2021_cleanup_Commercial","clusters_2021_cleanup_Estates","clusters_2021_cleanup_High.density","clusters_2021_cleanup_Low.density","clusters_2021_cleanup_Open.green.space","clusters_2021_cleanup_Other.green","clusters_2021_cleanup_Terraced","count","OA","hierarchical8"
"1","E00000001",0,0,1,0,0,0,0,1,"E00000001",2
"2","E00000007",0.285714285714286,0,0.619047619047619,0,0,0,0.0952380952380952,21,"E00000007",2
"3","E00000016",1,0,0,0,0,0,0,2,"E00000016",3
"4","E00000017",0.5,0,0.5,0,0,0,0,2,"E00000017",1
"5","E00000019",0.75,0,0.25,0,0,0,0,4,"E00000019",3
"6","E00000021",0.517241379310345,0,0.344827586206897,0.0344827586206897,0,0,0.103448275862069,29,"E00000021",1
"7","E00000023",0,0,0.666666666666667,0,0,0.333333333333333,0,3,"E00000023",2
"8","E00000024",0.508928571428571,0.0178571428571429,0.366071428571429,0.00892857142857143,0.00892857142857143,0.0267857142857143,0.0625,112,"E00000024",1
"9","E00000025",0.319587628865979,0.0103092783505155,0.515463917525773,0,0,0.0412371134020619,0.11340206185567,97,"E00000025",1
"10","E00000026",0.568181818181818,0,0.318181818181818,0,0,0,0.113636363636364,88,"E00000026",3
"11","E00000027",0.421052631578947,0,0.421052631578947,0.0263157894736842,0,0.0526315789473684,0.0789473684210526,38,"E00000027",1
"12","E00000028",0.407407407407407,0,0.5,0,0,0,0.0925925925925926,54,"E00000028",1
"13","E00000029",0.712121212121212,0,0.227272727272727,0,0.0151515151515152,0.0454545454545455,0,66,"E00000029",3
"14","E00000030",0.833333333333333,0,0.166666666666667,0,0,0,0,12,"E00000030",3
"15","E00000032",1,0,0,0,0,0,0,1,"E00000032",3
"16","E00000035",0.53968253968254,0.0158730158730159,0.341269841269841,0.00793650793650794,0,0.00793650793650794,0.0873015873015873,126,"E00000035",1
"17","E00000037",0,0.133333333333333,0.0666666666666667,0.133333333333333,0,0,0.666666666666667,15,"E00000037",4
"18","E00000038",0,0,0,0.19047619047619,0,0,0.80952380952381,21,"E00000038",4
"19","E00000039",0,0.285714285714286,0.428571428571429,0.142857142857143,0,0.142857142857143,0,7,"E00000039",1
"20","E00000040",0,0.133333333333333,0.2,0.2,0,0.466666666666667,0,15,"E00000040",1
"21","E00000041",0.476190476190476,0,0.0476190476190476,0.238095238095238,0,0.142857142857143,0.0952380952380952,21,"E00000041",1
"22","E00000042",0.2,0.5,0.1,0.1,0,0.1,0,10,"E00000042",5
"23","E00000043",0.25,0.5,0,0,0,0.25,0,4,"E00000043",5
"24","E00000045",0,0,0.125,0.75,0,0.125,0,8,"E00000045",7
"25","E00000046",0,0,0.75,0.0833333333333333,0,0.166666666666667,0,12,"E00000046",2
"26","E00000048",0,0,0,0,0,1,0,4,"E00000048",6
"27","E00000049",0,0,0,0.681818181818182,0,0,0.318181818181818,22,"E00000049",7
"28","E00000050",0,0.333333333333333,0,0,0,0.666666666666667,0,3,"E00000050",1
"29","E00000051",0,0,0.0625,0.0625,0,0,0.875,16,"E00000051",4
"30","E00000052",0,0.25,0,0.3125,0.1875,0.25,0,16,"E00000052",1
"31","E00000053",0,0,0.111111111111111,0.333333333333333,0.0555555555555556,0.111111111111111,0.388888888888889,18,"E00000053",1
"32","E00000054",0.0416666666666667,0,0.125,0.0416666666666667,0,0,0.791666666666667,24,"E00000054",4
"33","E00000055",0,0,0,0.724137931034483,0,0.103448275862069,0.172413793103448,29,"E00000055",7
"34","E00000056",0.0263157894736842,0.0526315789473684,0,0,0.131578947368421,0.789473684210526,0,38,"E00000056",6
"35","E00000057",0,0.125,0.5,0.25,0,0.125,0,8,"E00000057",2
"36","E00000059",0,0,0,0,0,0,1,2,"E00000059",4
"37","E00000060",0,0,0.0666666666666667,0.733333333333333,0,0,0.2,15,"E00000060",7
"38","E00000061",0,0.352941176470588,0.235294117647059,0,0,0.411764705882353,0,17,"E00000061",1
"39","E00000062",0.416666666666667,0.0333333333333333,0.15,0.0166666666666667,0.116666666666667,0.266666666666667,0,60,"E00000062",1
"40","E00000063",0,0,0.05,0.05,0,0,0.9,20,"E00000063",4
"41","E00000064",0,0,0.0714285714285714,0.214285714285714,0,0,0.714285714285714,14,"E00000064",4
"42","E00000065",0,0.130434782608696,0.260869565217391,0.0434782608695652,0,0.0869565217391304,0.478260869565217,23,"E00000065",4
"43","E00000066",0.0454545454545455,0,0,0.0454545454545455,0,0,0.909090909090909,22,"E00000066",4
"44","E00000067",0,0,0,0.375,0,0,0.625,8,"E00000067",4
"45","E00000068",0,0,0.0666666666666667,0,0,0,0.933333333333333,15,"E00000068",4
"46","E00000069",0,0,0.818181818181818,0.0909090909090909,0,0.0909090909090909,0,11,"E00000069",2
"47","E00000070",0,0,0.0344827586206897,0.620689655172414,0,0.275862068965517,0.0689655172413793,29,"E00000070",7
"48","E00000071",0,0,0,0.769230769230769,0,0.230769230769231,0,13,"E00000071",7
"49","E00000072",0,0,0,0.681818181818182,0.0454545454545455,0.272727272727273,0,22,"E00000072",7
"50","E00000073",0,0,0,1,0,0,0,2,"E00000073",7
"51","E00000074",0,0,0,0.866666666666667,0,0.133333333333333,0,15,"E00000074",7
"52","E00000075",0,0.0434782608695652,0,0.739130434782609,0,0.217391304347826,0,23,"E00000075",7
"53","E00000076",0,0,0,1,0,0,0,10,"E00000076",7
"54","E00000077",0,0.0384615384615385,0,0.461538461538462,0,0.5,0,26,"E00000077",1
"55","E00000078",0,0,0,0.826086956521739,0,0.173913043478261,0,23,"E00000078",7
"56","E00000079",0,0.0588235294117647,0,0.705882352941177,0,0.205882352941176,0.0294117647058824,34,"E00000079",7
"57","E00000080",0,0,0,0.21875,0.34375,0.40625,0.03125,32,"E00000080",1
"58","E00000081",0,0.0344827586206897,0,0.689655172413793,0,0.241379310344828,0.0344827586206897,29,"E00000081",7
"59","E00000082",0,0,0.0666666666666667,0.733333333333333,0,0.2,0,15,"E00000082",7
"60","E00000083",0,0,0,0.65,0,0.35,0,20,"E00000083",7
"61","E00000084",0,0,0,0.727272727272727,0,0.227272727272727,0.0454545454545455,22,"E00000084",7
"62","E00000085",0,0,0,0.473684210526316,0,0.526315789473684,0,19,"E00000085",1
"63","E00000086",0,0,0,0.904761904761905,0,0.0952380952380952,0,21,"E00000086",7
